id_number,name,obf_email,classes,covid
203889,Hana Davila,hana.davila@obf.ateneo.edu,"C1,M6,R3",no
202441,Gerald Blackwell,gerald.blackwell@obf.ateneo.edu,"C1,D6,G7",no
206257,Roger Mckee,roger.mckee@obf.ateneo.edu,"H6,F3,J7",no
207590,Georgia Hinton,georgia.hinton@obf.ateneo.edu,"Y3,J7,N1",no
202752,Hannah Villegas,hannah.villegas@obf.ateneo.edu,"A9,D6,S4",no
203662,Bradley Solis,bradley.solis@obf.ateneo.edu,"A9,J7,F3",no
201391,Zoie Hale,zoie.hale@obf.ateneo.edu,"H6,Q2,D5",no
205137,River Harrison,river.harrison@obf.ateneo.edu,"C1,G7,O2",no
207941,Jennifer Hurley,jennifer.hurley@obf.ateneo.edu,"A9,I2,L2",no
208352,Pedro Harding,pedro.harding@obf.ateneo.edu,"U5,K1,M6",no
200144,Cristina Olson,cristina.olson@obf.ateneo.edu,"W9,G6,I3",no
209246,Elisha Pierce,elisha.pierce@obf.ateneo.edu,"A9,C1,S4",no
205733,Greta Ferguson,greta.ferguson@obf.ateneo.edu,"A9,J7,O2",no
204190,Gary Green,gary.green@obf.ateneo.edu,"D6,R3,B9",no
200401,Frank Maldonado,frank.maldonado@obf.ateneo.edu,"E1,G7,T6",no
200402,Sophie Sosa,sophie.sosa@obf.ateneo.edu,"C1,Y3,J7",no
209488,Jacey Roberts,jacey.roberts@obf.ateneo.edu,"I2,Z5,C6",no
204248,Kaylen Contreras,kaylen.contreras@obf.ateneo.edu,"H6,D5,H8",no
200983,Celeste Castaneda,celeste.castaneda@obf.ateneo.edu,"Q2,W9,J7",no
202684,Jenna Montoya,jenna.montoya@obf.ateneo.edu,"D6,E7,N1",no
200340,Alyssa Horton,alyssa.horton@obf.ateneo.edu,"A9,N6,E7",no
201772,Jesse Hunter,jesse.hunter@obf.ateneo.edu,"H6,I2,R3",no
200784,Beckett Lawrence,beckett.lawrence@obf.ateneo.edu,"L2,Y3,F3",no
208786,Taryn Carney,taryn.carney@obf.ateneo.edu,"E1,V1,K1",no
209401,Luca Fuller,luca.fuller@obf.ateneo.edu,"J7,I2,D5",no
200113,Linda Rowland,linda.rowland@obf.ateneo.edu,"C1,I3,J7",no
206013,Jaliyah Schmidt,jaliyah.schmidt@obf.ateneo.edu,"B1,F4,J7",no
205919,Finley Liu,finley.liu@obf.ateneo.edu,"B1,G7,H6",no
201870,Nico David,nico.david@obf.ateneo.edu,"G7,N6,N1",no
206616,Emmett Reynolds,emmett.reynolds@obf.ateneo.edu,"E1,J7,Z5",no
200742,Rylee Patton,rylee.patton@obf.ateneo.edu,"E1,L5,N1",no
203011,Zayne Ball,zayne.ball@obf.ateneo.edu,"A9,B1,X7",no
209462,Skyler Waters,skyler.waters@obf.ateneo.edu,"Q2,X7,A3",no
206952,Kasen Terrell,kasen.terrell@obf.ateneo.edu,"A9,G7,A3",no
205950,Paisley Valencia,paisley.valencia@obf.ateneo.edu,"C1,U5,K1",no
207460,Marilyn Patel,marilyn.patel@obf.ateneo.edu,"C1,K7,I3",no
203891,Ricky Dougherty,ricky.dougherty@obf.ateneo.edu,"V1,X7,A3",no
206851,Danielle Meadows,danielle.meadows@obf.ateneo.edu,"D6,R3,Y3",no
207461,Reina Pearson,reina.pearson@obf.ateneo.edu,"E1,H6,T6",no
205307,Frederick Bass,frederick.bass@obf.ateneo.edu,"E1,H6,K7",no
200831,Leah Alvarado,leah.alvarado@obf.ateneo.edu,"L2,Y3,Z5",no
201489,Mareli Oneill,mareli.oneill@obf.ateneo.edu,"X7,D5,J7",no
203747,Trevon Palmer,trevon.palmer@obf.ateneo.edu,"A3,C6,M6",no
202164,Frances Mcdowell,frances.mcdowell@obf.ateneo.edu,"E7,K1,L5",no
200691,Kathy Nichols,kathy.nichols@obf.ateneo.edu,"A3,L5,M6",no
208889,Lara Bright,lara.bright@obf.ateneo.edu,"E1,V1,M6",no
200436,Haven Cuevas,haven.cuevas@obf.ateneo.edu,"B1,F4,J7",no
203485,Hadassah Perez,hadassah.perez@obf.ateneo.edu,"B1,I2,M6",no
209865,Miguel Lutz,miguel.lutz@obf.ateneo.edu,"G7,F3,L5",no
202602,Jadyn Walter,jadyn.walter@obf.ateneo.edu,"Y3,F3,G6",no
209539,Rey Weaver,rey.weaver@obf.ateneo.edu,"L2,H8,L5",no
201830,Autumn Horn,autumn.horn@obf.ateneo.edu,"E1,F4,J7",no
203669,Clarissa Rollins,clarissa.rollins@obf.ateneo.edu,"A9,C1,E1",no
200664,Prince Holland,prince.holland@obf.ateneo.edu,"I2,T6,N1",no
207903,Trey Skinner,trey.skinner@obf.ateneo.edu,"D6,Y3,J7",no
205673,Osvaldo Sanders,osvaldo.sanders@obf.ateneo.edu,"I2,K1,M6",no
200092,Declan Osborn,declan.osborn@obf.ateneo.edu,"B1,T6,B9",no
202384,Caitlin Maynard,caitlin.maynard@obf.ateneo.edu,"M6,R3,M6",no
201218,Alexia Miller,alexia.miller@obf.ateneo.edu,"B1,D6,K7",no
209000,Kody Blanchard,kody.blanchard@obf.ateneo.edu,"R3,V1,A3",no
201709,Thaddeus Holt,thaddeus.holt@obf.ateneo.edu,"J7,K1,N1",no
201840,Theresa Acevedo,theresa.acevedo@obf.ateneo.edu,"H6,U5,A3",no
207014,Davon Morton,davon.morton@obf.ateneo.edu,"E7,F3,K1",no
203432,Alvin Rich,alvin.rich@obf.ateneo.edu,"C6,F3,N1",no
201613,Clara Aguilar,clara.aguilar@obf.ateneo.edu,"E1,V1,C6",no
207156,Kylan Stevenson,kylan.stevenson@obf.ateneo.edu,"C1,I2,N1",no
202511,Dania Stuart,dania.stuart@obf.ateneo.edu,"B1,M6,N1",no
204960,Gracie Oneill,gracie.oneill@obf.ateneo.edu,"L2,N6,I2",no
208067,Cruz Skinner,cruz.skinner@obf.ateneo.edu,"V1,F3,J7",no
207596,Branden Gardner,branden.gardner@obf.ateneo.edu,"D6,K7,R3",no
200943,Michelle Shah,michelle.shah@obf.ateneo.edu,"B1,O2,N1",no
205497,Raquel Wyatt,raquel.wyatt@obf.ateneo.edu,"D6,M6,V1",no
201740,Jobe Ilagan,jobe.ilagan@obf.ateneo.edu,"A9,B1,Q2",no
